loss,corr,val_loss,val_corr,lr
0.9788525965478685,0.064832263202753,0.8564028143882751,0.21117926926205005,0.001
1.0322392715348139,0.12736226808587628,0.8772204339504241,0.19689205363835166,0.001
0.8381067083941566,0.25453860745199375,0.9116974949836731,0.07975724397215059,0.001
0.7847936087184482,0.34511699146664765,0.8497177720069885,0.19840487459766862,0.001
0.7408949169847701,0.4371110169538083,0.9248718976974487,0.09728280647772788,0.001
0.712096052037345,0.496794747530636,0.8464498460292816,0.1488353545197465,0.001
0.715307699309455,0.435854192022915,0.9750101268291473,0.14464420050345858,0.0008
0.6577058368259006,0.5067276246689746,1.1140612423419953,0.17739183447986276,0.0008
0.6286457147863176,0.5574152266920643,1.232966810464859,0.22135473406435946,0.0008
0.6289619836542342,0.5456204499883237,1.054412043094635,0.15690442840309304,0.0008
0.5789732237656912,0.624986461930803,1.1568387925624848,0.20924275739614723,0.0008
0.5653776393996345,0.6165582509185331,0.96676806807518,0.20306439793124184,0.0008
0.4988567266199324,0.6660852986282025,0.8777995765209198,0.20412078942104708,0.0008
0.5768048961957296,0.6411618681657366,1.1734843850135803,0.20774394206885238,0.0008
0.5384237600697411,0.6436559888547472,0.9370635747909546,0.2000578786266338,0.00064
0.5038478010230594,0.6815837332178509,1.0324943959712982,0.1989970709833281,0.00064
0.4698440035184224,0.7016647985476155,1.138639372587204,0.19552182848312596,0.00064
0.48077661130163407,0.6897078003163017,0.8863118410110473,0.2552146261985414,0.00064
0.4300906327035692,0.7226722630113107,0.9995021104812623,0.19536280025268915,0.00064
0.416812883483039,0.7357654073617815,1.0625250577926635,0.21308877325698278,0.00064
0.37106865975591874,0.768917792648228,0.8906408905982971,0.22452115756185642,0.00064
0.3714145024617513,0.7721174433172552,1.0830663740634918,0.22942886759623235,0.00064
0.35362805591689217,0.7853578900421972,0.9722870349884033,0.23025960505674833,0.00064
0.34443729784753585,0.7966742386901734,1.0211499810218811,0.21707475606087182,0.0005120000000000001
0.31741193268034196,0.8066277630950534,0.9803243517875672,0.21070768264675882,0.0005120000000000001
0.3017857074737549,0.8184611897864216,1.021683794260025,0.24657325247973708,0.0005120000000000001
0.2944183945655823,0.8261577348890237,0.986775130033493,0.2255043936599739,0.0005120000000000001
0.281130313873291,0.8310163405482923,0.9834519505500794,0.23208046537520927,0.0005120000000000001
0.273429243101014,0.8380416518852293,1.0450098097324372,0.21769006310284308,0.0005120000000000001
0.26737844281726414,0.8427434273356234,0.9405501484870911,0.2036878471901643,0.0004096000000000001
0.28036340077718097,0.8353436876890447,1.087035596370697,0.23564660770427806,0.0004096000000000001
0.2647225558757782,0.841119474621927,0.9809566557407379,0.22002780660591859,0.0004096000000000001
0.27405962844689685,0.8376485614452919,1.0546629011631012,0.22907234625235962,0.0004096000000000001
0.25708522233698106,0.8466350715653932,0.9626095592975616,0.2237299197992491,0.0004096000000000001
0.24069680604669783,0.8580400379587715,1.0495593130588532,0.2312048548192971,0.0004096000000000001
0.22884324193000793,0.8650813354406475,1.016430526971817,0.22326106222809453,0.0003276800000000001
0.22449618577957153,0.8707969893660261,1.0399724841117859,0.22780192581006384,0.0003276800000000001
0.21035078995757633,0.8759284911446324,1.013480269908905,0.23044519032194657,0.0003276800000000001
