loss,F1,val_loss,val_F1,lr
1.6894980520009995,0.20161377897859956,1.1290134713053703,0.32768282620948364,0.001
0.9305993728339672,0.3905460549345529,0.7815405558794737,0.46986807840158096,0.001
0.6892010271549225,0.5059148847817668,0.6096207350492477,0.5690239504318589,0.001
0.5233035758137703,0.609189486401342,0.4533743979409337,0.6485029640147664,0.001
0.3860130961984396,0.7208127918009049,0.3285102187655866,0.7671695605370328,0.001
0.28166618291288614,0.7863190081825018,0.2477025343105197,0.8039970562527927,0.001
0.22269150335341692,0.8117122600382178,0.20716125122271478,0.8147047749261467,0.001
0.19196103420108557,0.8186495897971985,0.191036029253155,0.8237712704120169,0.001
0.16849874751642346,0.8316251478168893,0.15436873736325651,0.8389831875589298,0.001
0.14491251576691866,0.8412647175120291,0.13979969103820622,0.8427203978743019,0.001
0.1327309408225119,0.8487691673787274,0.12981952854897827,0.8468063163924341,0.001
0.12214104738086462,0.8519220636568684,0.12070924218278378,0.8499653405218649,0.001
0.11620210250839591,0.8557491335726671,0.12156054610386491,0.8498045953295904,0.001
0.11548504140228033,0.8875636564331892,0.12620149634312838,0.9111968647513674,0.001
0.10736004170030355,0.9253309174202482,0.10553661407902837,0.9330742169492781,0.001
0.10084937326610088,0.9332235895845993,0.10222063993569463,0.9338253527409617,0.001
0.09967844421043992,0.9345178276990252,0.099926398252137,0.934869380837181,0.001
0.09567847289144993,0.935674391578615,0.09650527534540743,0.9362977796666091,0.001
0.09493389492854476,0.9357356773372228,0.10969739325810224,0.9224849935185063,0.001
0.10205821320414543,0.9278624731425321,0.1258377427002415,0.9117352837491193,0.001
0.10328449681401253,0.929116779491517,0.09884081326890737,0.9324261873632189,0.001
0.09380164183676243,0.9339436743599822,0.09842722699977458,0.9327497197835218,0.0002
0.09187060501426458,0.935893082641504,0.09317977208411321,0.9359199145288541,0.0002
0.09048473229631782,0.9369706978271758,0.09203686320688576,0.9368486775547396,0.0002
0.08912016823887825,0.9371569415489648,0.09184613317484036,0.9369948973128122,0.0002
