loss,F1,val_loss,val_F1,lr
2.3442645989931545,0.05673000821575389,2.3318701684474945,0.03668716856030351,0.001
2.001877500460698,0.15460487895573624,1.7972661554813385,0.11363516159767077,0.001
1.5768615099099965,0.19779346759922992,1.5552921444177628,0.20930766029615844,0.001
1.244411404316242,0.3014334332228788,1.3223329484462738,0.3139244251597301,0.001
1.0227174025315504,0.3545180829478146,1.1459759697318077,0.381045782027028,0.001
0.8684751483110281,0.4270121522541267,1.023863174021244,0.43063054008595664,0.001
0.7844814658164978,0.4535763063516296,0.9223423227667809,0.4660931502274629,0.001
0.7264784116011399,0.49052756177623347,0.8484864234924316,0.5089220347838833,0.001
0.665818466590001,0.51172915094741,0.7984620779752731,0.5213849055081398,0.001
0.6214731656588041,0.5376948422280213,0.7687827199697495,0.5727584467554374,0.001
0.6037123753474309,0.5639720791344621,0.7384754810482264,0.5834254895359076,0.001
0.6887965018932636,0.5377169910713164,0.9095894359052181,0.5068549779909036,0.001
0.6816749114256638,0.5309913693901492,0.7644324898719788,0.5739870841010414,0.001
0.5928448736667633,0.5719874435853272,0.7171287853270769,0.5822112058402961,0.001
0.5519380546533145,0.587516515108449,0.682429714128375,0.6044286794314412,0.001
0.5189462143641251,0.6155806184451703,0.6455969773232937,0.6298394332845365,0.001
0.4913031275455768,0.6347385940561412,0.6103868689388037,0.6471429855903343,0.001
0.47324716357084423,0.6510412457912041,0.5938557358458638,0.65825471950637,0.001
0.4314848574308249,0.6681761111649714,0.5381678240373731,0.6899173908556864,0.001
0.40052542319664586,0.6917177872699972,0.5111317625269294,0.7074260004542555,0.001
0.38780081501373875,0.6899980209986736,0.5132608339190483,0.7042321642414147,0.001
0.5809476811152238,0.6298611285397929,0.9260769486427307,0.44461253889450264,0.001
0.54586939399059,0.6236974717488329,0.4823247119784355,0.7436497319276444,0.001
0.37804022431373596,0.7156038672929562,0.4646167866885662,0.737982524114916,0.001
0.3244611540665993,0.7341924480829924,0.41663240548223257,0.755193646097884,0.001
0.2889418670764336,0.7658260583610702,0.3756853146478534,0.7771142597801365,0.001
0.2613356147821133,0.7778404811820792,0.35293435910716653,0.7879817120368547,0.001
0.2465594387971438,0.7886650847554716,0.3334012604318559,0.7956148434043171,0.001
0.23511251577964196,0.7943248853174854,0.3181588505394757,0.7999947270095777,0.001
0.2184634288916221,0.799564459355524,0.3036447064951062,0.804671331660251,0.001
0.2102812551535093,0.8040318036348624,0.29078704910352826,0.8084944991758434,0.001
0.20141431918511024,0.807760598488396,0.27919586189091206,0.8119087715281039,0.001
0.1970637967953315,0.8115057503078319,0.26830994919873774,0.8159806836578987,0.001
0.18383412521619064,0.8152944823181933,0.25600071297958493,0.8203404190976975,0.001
0.17435041815042496,0.8199333719272018,0.24329722695983946,0.8247728109188511,0.001
0.16400068425215208,0.8248847512607188,0.23034558398649096,0.8305449438638747,0.001
0.20648519350932196,0.7782338243122502,0.3627621333580464,0.7471689535324848,0.001
0.1836336048749777,0.7976404384914663,0.2960983405355364,0.7623548032901968,0.001
0.18694162999208158,0.7938229443031332,0.26109019946306944,0.809031745513774,0.001
0.15812491797483885,0.8233670782424943,0.21787620149552822,0.8338673794198261,0.001
0.14142398306956658,0.837325311833175,0.19365761918015778,0.8439450269156125,0.001
0.13229134793464953,0.8420808079349565,0.18620568653568625,0.8449613322626149,0.001
0.12617066789131898,0.8448975186448106,0.18039279943332076,0.8574582739305665,0.001
0.12220519580520116,0.8619706736403859,0.17542585113551468,0.8793005966630641,0.001
0.11886926339222835,0.8844310871923519,0.17144072824157774,0.8888841106747699,0.001
0.1177375755057885,0.8947865267119925,0.16772372741252184,0.9008792863552529,0.001
1.6134889125823975,0.8920771999319126,1.6452263593673706,0.8847532282978295,0.001
0.11244698871786778,0.8973798650418163,0.1627107848180458,0.9120899764879006,0.001
1.6077261062768788,0.901892356833165,1.640004426240921,0.896972097775325,0.001
0.11063746878734002,0.9061738610094779,0.15860060148406774,0.9189155786631396,0.001
1.6081115649296687,0.9047500249523388,1.635891079902649,0.9079432008799462,0.001
1.6062246561050415,0.9001997888106467,1.6367399990558624,0.8860693654137829,0.001
0.11349356919527054,0.904228157083158,0.15568295761477202,0.9117313006675161,0.001
1.6037547496648936,0.9137935038625193,1.6332778334617615,0.9008178347886907,0.0002
1.6011797739909246,0.9128041408619861,1.63017076253891,0.9125324004781149,0.0002
1.6013083457946777,0.9143546395835217,1.6294627785682678,0.9184483688007606,0.0002
1.599864932206961,0.9155362059231217,1.628984957933426,0.9172741063896702,0.0002
1.6001579027909498,0.915018427175356,1.628516286611557,0.9162617358426921,4e-05
1.598947708423321,0.9152794965608879,1.6284282207489014,0.9162006971690295,4e-05
1.600226851610037,0.9149957197921013,1.6283448338508606,0.9161289996220955,4e-05
1.5997267319605901,0.9149942114595443,1.6282544434070587,0.9161750583609831,4e-05
1.5990691460095918,0.9151107859995615,1.6281665563583374,0.916176923201908,8.000000000000001e-06
1.6003842078722441,0.9150153509379809,1.6281498968601227,0.9161671869167978,8.000000000000001e-06
1.598537335029015,0.9150288787907975,1.6281318366527557,0.9161985430650369,8.000000000000001e-06
1.6001358032226562,0.9150452381446439,1.6281150877475739,0.9161967577485595,8.000000000000001e-06
1.5991566089483409,0.915030308305819,1.6280971467494965,0.9161871295160237,1.6000000000000004e-06
1.600465123470013,0.915027643900477,1.628093421459198,0.9161880597601774,1.6000000000000004e-06
1.5997708852474506,0.9150449266400666,1.6280896663665771,0.9161931212493651,1.6000000000000004e-06
1.6006703743567834,0.9150536552176487,1.6280861496925354,0.9161931524510912,1.6000000000000004e-06
1.599242558846107,0.9150563428886443,1.628082275390625,0.9161922458854707,3.200000000000001e-07
1.5995404628606944,0.9150551710332562,1.6280814409255981,0.9161922458854707,3.200000000000001e-07
1.6014104989858775,0.9150567609984883,1.6280806958675385,0.9161913742208644,3.200000000000001e-07
1.601618161568275,0.9150551515137632,1.6280799210071564,0.9161933534328518,3.200000000000001e-07
1.599756387563852,0.9150592903925439,1.6280790865421295,0.9162059386991914,6.400000000000003e-08
1.5992398353723378,0.9150599487684822,1.6280789077281952,0.9162059386991914,6.400000000000003e-08
1.6006036630043616,0.9150594140503189,1.628078818321228,0.9162059386991914,6.400000000000003e-08
1.5998482704162598,0.9150594140503189,1.6280786097049713,0.9162059386991914,6.400000000000003e-08
1.5998781460982103,0.9150587556743806,1.6280784010887146,0.9162059386991914,1.2800000000000007e-08
1.5998962384003859,0.9150587556743806,1.628078430891037,0.9162059386991914,1.2800000000000007e-08
1.599305739769569,0.9150587556743806,1.6280784010887146,0.9162059386991914,1.2800000000000007e-08
1.600160607924828,0.9150587556743806,1.6280784010887146,0.9162059386991914,1.2800000000000007e-08
