loss,F1,val_loss,val_F1,lr
1.6741975992918015,0.16398118244060544,1.1398122310638428,0.29446137280730844,0.001
0.9492537677288055,0.40110809947488496,0.7907029017806053,0.43584750278166884,0.001
0.708955891430378,0.47913243611024536,0.6301465779542923,0.5261832766870099,0.001
0.5750127006322145,0.5673080518251973,0.4995842408388853,0.618901415559742,0.001
0.4448203258216381,0.6851885898407178,0.3683113604784012,0.7451481577200312,0.001
0.3258269792422652,0.7634764102015666,0.2761902022175491,0.7877435680813248,0.001
0.2547462834045291,0.7939324498924569,0.2210692404769361,0.8061868626558126,0.001
0.2087394818663597,0.8146629007879332,0.18663024110719562,0.8241031899931867,0.001
0.17913179146125913,0.8266640398484579,0.16344840824604034,0.8318583955528548,0.001
0.15831859642639756,0.8335627207026942,0.146206148667261,0.8370727110564951,0.001
0.14299968630075455,0.838629431466503,0.13157574308570474,0.8533618105735304,0.001
0.12921906728297472,0.8480192756579334,0.12025870359502733,0.8721785042263197,0.001
0.12292103795334697,0.8955366734542255,0.11560769320931286,0.9246234874098732,0.001
0.11529557593166828,0.9233889472502412,0.1072249326389283,0.9335948804122737,0.001
0.10676602879539132,0.9326756967126696,0.10306614730507135,0.9353516358098541,0.001
0.10185445146635175,0.9349456889957154,0.09676433505956084,0.9370150418223324,0.001
0.09982087602838874,0.9348042452129246,0.09741818101610988,0.936231299239892,0.001
0.10064068390056491,0.9339032624722283,0.09473373170476407,0.9359411183799005,0.001
0.0959428995847702,0.9348944414011512,0.09110807895194739,0.9375176830431318,0.001
0.09367029229179025,0.9365038434373015,0.0896423194790259,0.9381009541551601,0.001
0.09212929522618651,0.9365988402106636,0.08899403142277151,0.9381667971307273,0.001
0.09266125643625855,0.9354773408317224,0.08872290735598654,0.9372378007433858,0.001
0.09087579231709242,0.9365322731769318,0.08773188106715679,0.9381131490472893,0.001
0.09106292156502604,0.9368818923742172,0.09268014272674918,0.9319217023507368,0.0002
0.09057904640212655,0.9353980046144188,0.08789708092808723,0.9376999535911653,0.0002
